단지코드,총세대수,지역,공가수,도보 10분거리 내 지하철역 수(환승노선 수 반영),도보 10분거리 내 버스정류장 수,단지내주차면수,등록차량수,상가수,자격유형_major,공급유형_major,전용면적별세대수합,전용면적별세대수합_myhome,입주후기간(월),단지명,주소,총입주민수,준공후기간(월),차량미보유세대수,임대료,임대보증금,소형세대,중형세대,대형세대,전용면적,아파트수,차량보유인구비율,차량미보유세대비율
C1122,808,대구광역시,7.0,2.0,2.0,728.0,1077.0,0.0,A,국민임대,808,808,151.0,율하휴먼시아 6단지,대구광역시 동구 안심로16길 45,2032.0,151.0,0.0,153265.0,22401171.0,0.27103960396039606,0.7289603960396039,0.0,45.0,7,0.41663200297742825,0.0
C2042,712,대구광역시,13.0,2.0,7.0,641.0,757.0,0.0,A,국민임대,712,712,152.0,율하휴먼시아 7단지,대구광역시 동구 안심로22길 55,1915.0,152.0,0.0,157078.0,22962075.0,0.18117977528089887,0.8188202247191011,0.0,45.0,5,0.41663200297742825,0.0
C1375,757,경상남도,21.0,0.0,12.0,761.0,754.0,0.0,A,국민임대,757,757,145.0,율현마을 주공 12단지 아파트,경상남도 김해시 율하2로 178,2136.0,147.0,0.0,163111.0,27004666.0,0.0,1.0,0.0,54.0,7,0.4007868525896411,0.0
C1410,356,충청북도,10.0,0.0,3.0,550.0,815.0,0.0,A,국민임대,356,356,168.0,음성금왕 3단지주공아파트,충청북도 음성군 금왕읍 무극로324번길 15,2124.0,170.0,0.0,112590.0,13765696.0,0.5842696629213483,0.4157303370786517,0.0,46.0,3,0.4093640981700224,0.0
C1641,283,경상남도,8.0,0.0,1.0,227.0,268.0,0.0,A,국민임대,283,283,31.0,의령서동 주공아파트,경상남도 의령군 의령읍 의병로9길 25-6,732.0,153.0,0.0,101370.0,11630912.0,0.31802120141342755,0.6819787985865724,0.0,46.0,4,0.4007868525896411,0.0
C1706,467,경기도,7.0,1.0,5.0,403.0,362.0,0.0,A,국민임대,467,467,,장안마을주공아파트,경기도 의왕시 신장승길 12,1232.0,192.0,0.0,218307.0,26052852.0,0.3426124197002141,0.6573875802997858,0.0,48.0,5,0.42587549369457867,0.0
C1307,506,경기도,9.0,0.0,3.0,436.0,504.0,0.0,A,국민임대,506,506,,청계마을 휴먼시아3단지,경기도 의왕시 청계1로 28,1270.0,168.0,0.0,237616.0,33141410.0,0.30632411067193677,0.6936758893280632,0.0,47.0,8,0.42587549369457867,0.0
C2601,243,경기도,7.0,0.0,3.0,214.0,281.0,0.0,A,국민임대,243,243,168.0,청계마을 휴먼시아6단지,경기도 의왕시 청계1로 9,715.0,168.0,0.0,301335.0,45466283.0,0.0,1.0,0.0,54.0,5,0.42587549369457867,0.0
C1085,525,경기도,4.0,0.0,2.0,422.0,521.0,0.0,A,국민임대,525,525,,이천갈산주공아파트,경기도 이천시 영창로314번길 51,1182.0,200.0,0.0,132970.0,15723887.0,0.5142857142857142,0.4857142857142857,0.0,42.0,4,0.42587549369457867,0.0
C2385,445,경기도,4.0,0.0,4.0,404.0,552.0,0.0,A,국민임대,445,445,71.0,갈산휴먼시아3단지아파트,경기도 이천시 영창로 315,1459.0,140.0,0.0,189772.0,27762168.0,0.0,1.0,0.0,49.0,4,0.42587549369457867,0.0
C1059,514,전라북도,7.0,0.0,8.0,362.0,246.0,0.0,A,국민임대,514,514,187.0,송백마을 익산부송주공,전라북도 익산시 부송1로 123,1289.0,188.0,0.0,103446.0,16961961.0,0.4980544747081712,0.5019455252918288,0.0,43.0,6,0.3846965003624857,0.0
C2162,374,전라북도,7.0,0.0,1.0,281.0,347.0,0.0,A,국민임대,374,374,,임실이도주공아파트,전라북도 임실군 임실읍 운수로 33-17,1330.0,175.0,0.0,112360.0,20227674.0,0.0,1.0,0.0,56.0,3,0.3846965003624857,0.0
C1819,330,전라남도,15.0,0.0,1.0,253.0,272.0,0.0,A,국민임대,330,330,,영천주공아파트,전라남도 장성군 장성읍 문화로 23,1137.0,176.0,0.0,126521.0,18934272.0,0.0,1.0,0.0,57.0,3,0.4056767907739719,0.0
C2325,378,전라북도,3.0,0.0,1.0,265.0,293.0,0.0,A,국민임대,378,378,161.0,장수북동 휴먼시아,전라북도 장수군 장수읍 관두길 16,1112.0,161.0,0.0,84454.0,14330438.0,0.31216931216931215,0.6878306878306878,0.0,45.0,5,0.3846965003624857,0.0
C2394,277,충청남도,20.0,0.0,2.0,222.0,254.0,0.0,E,국민임대,277,277,,장항원수휴먼시아,충청남도 서천군 장항읍 장항로 285,694.0,133.0,0.0,60825.0,54385897.0,0.3104693140794224,0.6895306859205776,0.0,47.0,8,0.4115356667900572,0.0
C1133,856,전라북도,10.0,0.0,3.0,777.0,842.0,0.0,A,국민임대,856,856,83.0,전주효자 휴먼시아5단지,전라북도 전주시 완산구 호암로 87,2230.0,83.0,0.0,136830.0,23492362.0,0.4158878504672897,0.5841121495327103,0.0,43.0,6,0.3846965003624857,0.0
C1281,646,전라북도,4.0,0.0,3.0,583.0,484.0,0.0,A,국민임대,646,646,83.0,전주효자 휴먼시아6단지,전라북도 전주시 완산구 호암로 88,1432.0,135.0,0.0,119395.0,20164394.0,0.6702786377708978,0.32972136222910214,0.0,38.0,5,0.3846965003624857,0.0
C1194,511,제주특별자치도,3.0,0.0,4.0,413.0,585.0,0.0,A,국민임대,511,511,,정든마을 LH3단지,제주특별자치도 제주시 정존11길 68,1550.0,196.0,0.0,236586.0,20121145.0,0.0,1.0,0.0,56.0,5,0.3765596236449168,0.0
C2308,285,강원도,3.0,0.0,1.0,200.0,244.0,0.0,A,국민임대,285,285,189.0,고한주공아파트,강원도 정선군 고한읍 고한10길 30,716.0,190.0,0.0,196201.0,13390505.0,0.0,1.0,0.0,56.0,3,0.40053650767038274,0.0
C2036,256,강원도,2.0,0.0,1.0,199.0,258.0,0.0,A,국민임대,256,256,175.0,봉양주공1차아파트,강원도 정선군 정선읍 녹송로 23-34,701.0,175.0,0.0,132090.0,19476710.0,0.0,1.0,0.0,51.0,4,0.40053650767038274,0.0
C1394,466,전라북도,0.0,0.0,1.0,329.0,271.0,0.0,A,국민임대,466,466,113.0,정읍농소주공아파트,전라북도 정읍시 서부산업도로 409,980.0,200.0,0.0,92245.0,12493365.0,0.5257510729613734,0.4742489270386266,0.0,41.0,4,0.3846965003624857,0.0
C1180,314,전라북도,15.0,0.0,1.0,241.0,311.0,0.0,A,국민임대,314,314,112.0,정읍신태인주공아파트,전라북도 정읍시 신태인읍 호남철로 32-13,942.0,165.0,0.0,102080.0,18010911.0,0.0,1.0,0.0,56.0,3,0.3846965003624857,0.0
C2503,382,제주특별자치도,7.0,0.0,2.0,306.0,327.0,0.0,A,국민임대,382,382,186.0,제주도련 LH아파트,제주특별자치도 제주시 도련2길 14,872.0,188.0,0.0,120724.0,15003383.0,0.5968586387434555,0.4031413612565445,0.0,42.0,6,0.3765596236449168,0.0
C1907,212,제주특별자치도,7.0,0.0,3.0,163.0,207.0,0.0,A,국민임대,212,212,159.0,제주한림 LH아파트,제주특별자치도 제주시 한림읍 대림4길 20,553.0,161.0,0.0,103279.0,12333415.0,0.5141509433962265,0.4858490566037736,0.0,44.0,6,0.3765596236449168,0.0
C2181,872,충청북도,15.0,0.0,6.0,733.0,683.0,0.0,A,국민임대,872,872,139.0,제천강저 휴먼시아1단지,충청북도 제천시 청풍호로7길 20,1819.0,141.0,0.0,112916.0,12199113.0,0.6215596330275229,0.37844036697247707,0.0,42.0,6,0.4093640981700224,0.0
C1768,508,충청북도,4.0,0.0,1.0,370.0,670.0,0.0,A,국민임대,508,508,,제천장락 3주공아파트,충청북도 제천시 장락로 130,1674.0,195.0,0.0,149561.0,15762689.0,0.0,1.0,0.0,56.0,2,0.4093640981700224,0.0
C1783,594,대구광역시,16.0,1.0,6.0,596.0,570.0,0.0,A,국민임대,594,594,156.0,죽곡휴먼시아1단지,대구광역시 달성군 다사읍 대실역북로1길 6,1534.0,165.0,0.0,176619.0,25853596.0,0.30303030303030304,0.696969696969697,0.0,50.0,5,0.41663200297742825,0.0
C2192,514,충청북도,16.0,0.0,2.0,442.0,324.0,0.0,A,국민임대,514,514,,증평송산 휴먼시아2단지,충청북도 증평군 증평읍 송산로 53,960.0,133.0,0.0,102706.0,11841260.0,0.6848249027237354,0.3151750972762646,0.0,40.0,5,0.4093640981700224,0.0
C2346,558,충청북도,12.0,0.0,3.0,449.0,553.0,0.0,A,국민임대,558,558,,장동주공아파트,충청북도 증평군 증평읍 증평로 31-11,1926.0,160.0,0.0,140074.0,16074569.0,0.0,1.0,0.0,52.0,5,0.4093640981700224,0.0
C2680,758,경상남도,19.0,0.0,7.0,564.0,590.0,0.0,A,국민임대,758,758,188.0,진주가좌 주공3단지아파트,경상남도 진주시 진주대로568번길 12,1629.0,191.0,0.0,115417.0,22048725.0,0.6411609498680739,0.35883905013192613,0.0,40.0,3,0.4007868525896411,0.0
C2631,812,경상남도,2.0,0.0,3.0,612.0,638.0,0.0,A,국민임대,812,812,178.0,진해자은 주공3단지아파트,경상남도 창원시 진해구 진해대로975번길 23,1855.0,180.0,0.0,103247.0,20426722.0,0.39655172413793105,0.603448275862069,0.0,46.0,7,0.4007868525896411,0.0
C2141,504,경상남도,2.0,0.0,6.0,445.0,495.0,0.0,A,국민임대,504,504,139.0,도계휴먼시아아파트,경상남도 창원시 의창구 원이대로82번길 15-15,1472.0,141.0,0.0,206454.0,26544715.0,0.23809523809523808,0.7619047619047619,0.0,43.0,4,0.4007868525896411,0.0
C1569,631,경상남도,8.0,0.0,3.0,442.0,528.0,0.0,A,국민임대,631,631,199.0,송정주공아파트,경상남도 창원시 의창구 동읍 용정길 26,1381.0,200.0,0.0,95593.0,13998940.0,0.6212361331220285,0.3787638668779715,0.0,40.0,7,0.4007868525896411,0.0
C2099,332,강원도,3.0,0.0,2.0,258.0,383.0,0.0,A,국민임대,332,332,147.0,동송 주공아파트,강원도 철원군 동송읍 이평2로10번길 40,941.0,148.0,0.0,104878.0,12723505.0,0.24096385542168675,0.7590361445783133,0.0,48.0,5,0.40053650767038274,0.0
C2287,409,충청북도,18.0,0.0,3.0,330.0,284.0,0.0,A,국민임대,409,409,164.0,청원내수 주공아파트,충청북도 청주시 청원구 내수읍 청암로 35,1176.0,164.0,0.0,113428.0,13627954.0,0.15403422982885084,0.8459657701711492,0.0,46.0,7,0.4093640981700224,0.0
C2055,773,충청북도,22.0,0.0,4.0,817.0,723.0,0.0,A,국민임대,773,773,156.0,가로수마을휴먼시아아파트,충청북도 청주시 흥덕구 서현중로32번길 23,1979.0,156.0,0.0,169709.0,23228994.0,0.33247089262613194,0.6675291073738681,0.0,45.0,6,0.4093640981700224,0.0
C1428,375,강원도,6.0,0.0,2.0,360.0,333.0,0.0,A,국민임대,375,375,147.0,춘천거두 주공아파트,강원도 춘천시 동내면 거두택지길 88,920.0,148.0,0.0,163828.0,19654926.0,0.2906666666666667,0.7093333333333334,0.0,46.0,7,0.40053650767038274,0.0
C2522,747,강원도,13.0,0.0,2.0,698.0,610.0,0.0,A,국민임대,747,747,140.0,춘천만천엘에이치아파트,강원도 춘천시 동면 후석로326번길 96,1696.0,141.0,0.0,158183.0,19362185.0,0.5100401606425703,0.4899598393574297,0.0,44.0,7,0.40053650767038274,0.0
C2560,372,강원도,3.0,0.0,1.0,374.0,481.0,0.0,A,국민임대,372,372,192.0,퇴계8단지 주공아파트,강원도 춘천시 승지골길16번길 48,1077.0,193.0,0.0,214235.0,16727839.0,0.0,1.0,0.0,53.0,2,0.40053650767038274,0.0
C2068,434,강원도,3.0,0.0,1.0,384.0,594.0,0.0,A,국민임대,434,434,179.0,퇴계9단지 주공아파트,강원도 춘천시 안마산로 244,1278.0,181.0,0.0,235882.0,19838580.0,0.0,1.0,0.0,53.0,2,0.40053650767038274,0.0
C2603,538,충청북도,9.0,0.0,2.0,393.0,509.0,0.0,A,국민임대,538,538,170.0,충주연수주공6단지아파트,충청북도 충주시 금곡서1길 5,1533.0,171.0,0.0,129138.0,18537326.0,0.0,1.0,0.0,50.0,6,0.4093640981700224,0.0
C1965,498,충청북도,13.0,0.0,5.0,480.0,500.0,0.0,A,국민임대,498,498,,충주연수 주공7단지,충청북도 충주시 갱고개로 230,1158.0,139.0,0.0,124789.0,15797000.0,0.5180722891566265,0.4819277108433735,0.0,45.0,5,0.4093640981700224,0.0
C1660,718,경상남도,13.0,0.0,3.0,550.0,512.0,0.0,A,국민임대,718,718,,죽림주공아파트,경상남도 통영시 광도면 죽림1로 17-18,1823.0,194.0,0.0,111800.0,17491941.0,0.25069637883008355,0.7493036211699164,0.0,49.0,8,0.4007868525896411,0.0
C2378,818,경기도,25.0,0.0,12.0,640.0,901.0,0.0,A,국민임대,818,818,,평택안중1,경기도 평택시 안중읍 안현로서6길 61,2562.0,201.0,0.0,236876.0,18597623.0,0.0,1.0,0.0,54.0,4,0.42587549369457867,0.0
C1268,1035,경기도,21.0,0.0,16.0,911.0,934.0,0.0,A,국민임대,1035,1035,,반지마을 주공3단지,경기도 평택시 이충로35번길 51,2395.0,179.0,0.0,188234.0,18430183.0,0.3710144927536232,0.6289855072463768,0.0,45.0,6,0.42587549369457867,0.0
C1994,431,경상남도,3.0,0.0,1.0,319.0,496.0,0.0,A,국민임대,431,431,182.0,도항가야 주공2단지아파트,경상남도 함안군 가야읍 성내북길 57,1272.0,184.0,0.0,106104.0,16408715.0,0.0,1.0,0.0,50.0,4,0.4007868525896411,0.0
C1837,467,경상남도,21.0,0.0,4.0,366.0,398.0,0.0,A,국민임대,467,467,,함양교산 휴먼시아,경상남도 함양군 함양읍 함양로 1246,1144.0,135.0,0.0,125004.0,14624143.0,0.49678800856531047,0.5032119914346895,0.0,41.0,6,0.4007868525896411,0.0
C1000,566,충청북도,10.0,0.0,1.0,438.0,481.0,0.0,A,국민임대,566,566,,음성감곡휴먼시아,충청북도 음성군 감곡면 오향로 31,1139.0,129.0,0.0,107462.0,11897252.0,0.7402826855123675,0.2597173144876325,0.0,42.0,7,0.4093640981700224,0.0
C1465,861,충청북도,26.0,0.0,4.0,812.0,557.0,0.0,A,국민임대,861,861,128.0,성화휴먼시아4단지,충청북도 청주시 서원구 장전로 11,1838.0,128.0,0.0,149685.0,19373606.0,0.6411149825783972,0.3588850174216028,0.0,40.0,6,0.4093640981700224,0.0
C1448,1116,광주광역시,25.0,0.0,2.0,1050.0,1284.0,0.0,A,국민임대,1116,1116,129.0,신완마을 휴먼시아 6단지,광주광역시 광산구 풍영로329번길 51,3570.0,129.0,0.0,164260.0,29277506.0,0.0,1.0,0.0,48.0,9,0.41754416938850125,0.0
C1516,456,전라남도,8.0,0.0,1.0,367.0,475.0,0.0,B,국민임대,456,456,,영천주공2차아파트,전라남도 장성군 장성읍 문화로 21-34,1050.0,130.0,0.0,78750.0,9786074.0,0.6885964912280702,0.31140350877192985,0.0,39.0,5,0.4056767907739719,0.0
C2670,648,전라북도,9.0,0.0,2.0,600.0,435.0,0.0,A,국민임대,648,648,,익산배산 휴먼시아5단지,전라북도 익산시 선화로1길 57-32,1245.0,131.0,0.0,114226.0,16239963.0,0.7777777777777778,0.2222222222222222,0.0,40.0,5,0.3846965003624857,0.0
C1365,875,경기도,5.0,0.0,2.0,903.0,945.0,0.0,H,국민임대,875,875,,광명신촌 휴먼시아2단지,경기도 광명시 소하로 189,2801.0,126.59768799178404,0.0,340144.0,53779361.0,0.07542857142857143,0.9245714285714286,0.0,56.0,10,0.42587549369457867,0.0
C1177,1668,대전광역시,17.0,1.0,10.0,1756.0,1044.0,0.0,A,국민임대,1668,1668,130.0,도안마을1단지,대전광역시 유성구 도안대로 560,3055.0,130.0,0.0,179041.0,27255727.0,0.7068345323741008,0.2931654676258993,0.0,40.0,16,0.4171733404019149,0.0
C1360,443,경상북도,22.0,0.0,2.0,362.0,375.0,0.0,A,국민임대,443,443,131.0,경주건천휴먼시아,경상북도 경주시 건천읍 대곡용명길 27,951.0,131.0,0.0,100778.0,14131178.0,0.38826185101580135,0.6117381489841986,0.0,42.0,6,0.3953120921094209,0.0
C2488,1215,광주광역시,28.0,0.0,4.0,1105.0,1023.0,0.0,E,국민임대,1215,1215,,신완마을 휴먼시아7단지,광주광역시 광산구 풍영로329번길 50,2743.0,123.0,0.0,76575.0,52178190.0,0.48559670781893005,0.51440329218107,0.0,43.0,8,0.41754416938850125,0.0
C1406,1647,대전광역시,13.0,0.0,2.0,1741.0,1350.0,0.0,A,국민임대,1647,1647,129.0,도안 휴먼시아 10단지,대전광역시 유성구 원신흥로 37,2926.0,131.0,0.0,150982.0,27027849.0,0.7122040072859745,0.2877959927140255,0.0,40.0,14,0.4171733404019149,0.0
C1566,462,전라남도,13.0,0.0,6.0,387.0,284.0,0.0,A,국민임대,462,462,118.0,영암용앙휴먼시아2단지,전라남도 영암군 삼호읍 삼호중앙로 222,1059.0,118.0,0.0,105661.0,14630216.0,0.645021645021645,0.354978354978355,0.0,41.0,6,0.4056767907739719,0.0
C1227,806,경상남도,7.0,0.0,1.0,707.0,823.0,0.0,A,국민임대,806,806,117.0,봉림휴먼시아1단지아파트,경상남도 창원시 의창구 소봉로 50,1915.0,118.0,0.0,229657.0,21808467.0,0.6141439205955335,0.3858560794044665,0.0,40.0,9,0.4007868525896411,0.0
C2460,1017,경기도,17.0,0.0,3.0,879.0,793.0,0.0,A,국민임대,1017,1017,115.0,동편마을1단지,경기도 안양시 동안구 동편로 120,2578.0,115.0,0.0,247359.0,36325551.0,0.5221238938053098,0.4778761061946903,0.0,40.0,6,0.42587549369457867,0.0
C2486,589,경상남도,2.0,0.0,4.0,515.0,587.0,0.0,A,국민임대,589,589,120.0,봉림휴먼시아2단지아파트,경상남도 창원시 의창구 대봉로 25,1413.0,121.0,0.0,232638.0,22309483.0,0.5908319185059423,0.4091680814940577,0.0,41.0,10,0.4007868525896411,0.0
C2106,504,충청북도,18.0,0.0,2.0,434.0,353.0,0.0,A,국민임대,504,504,,증평송산 1휴먼시아,충청북도 증평군 증평읍 송산로 35,868.0,120.0,0.0,103751.0,12111484.0,0.6984126984126984,0.30158730158730157,0.0,39.0,5,0.4093640981700224,0.0
C1572,937,경상남도,32.0,0.0,3.0,770.0,479.0,0.0,A,국민임대,937,937,,양산소주 휴먼시아 아파트,경상남도 양산시 번영로 435,1748.0,119.0,0.0,76642.0,37551808.0,0.6296691568836713,0.3703308431163287,0.0,40.0,6,0.4007868525896411,0.0
C1773,840,경기도,15.0,0.0,4.0,772.0,614.0,0.0,A,국민임대,840,840,,포일숲속마을2단지,경기도 의왕시 이미로 17,1993.0,103.0,0.0,286478.0,29663489.0,0.5428571428571428,0.45714285714285713,0.0,41.0,9,0.42587549369457867,0.0
C1677,1144,경기도,9.0,0.0,4.0,1039.0,1101.0,0.0,H,국민임대,1144,1144,93.0,LH 별빛마을 3단지,경기도 남양주시 별내5로 22,2571.0,93.0,0.0,257135.0,29854121.0,0.5402097902097902,0.4597902097902098,0.0,42.0,11,0.42587549369457867,0.0
C1823,553,충청북도,14.0,0.0,3.0,584.0,652.0,0.0,A,국민임대,553,553,93.0,청주율량2 LH 1단지,충청북도 청주시 청원구 율량로 17,1230.0,94.0,0.0,153157.0,19717481.0,0.6003616636528029,0.3996383363471971,0.0,41.0,6,0.4093640981700224,0.0
C1344,424,서울특별시,0.0,0.0,3.0,467.0,509.0,0.0,A,공공임대(분납),300,300,,엘에이치 서초4단지,서울특별시 서초구 양재대로2길 33,1320.0,91.0,0.0,430623.0,118682590.0,0.0,0.2806603773584906,0.4268867924528302,76.0,6,0.3661614627627259,0.0
C2692,499,경상북도,19.0,0.0,2.0,409.0,437.0,0.0,A,국민임대,499,499,99.0,경주외동아파트,경상북도 경주시 외동읍 본동길 14,1034.0,99.0,0.0,102300.0,13341229.0,0.6693386773547094,0.3306613226452906,0.0,40.0,5,0.3953120921094209,0.0
C2505,200,경상북도,2.0,0.0,2.0,153.0,163.0,0.0,A,국민임대,200,200,94.0,영양동부아파트,경상북도 영양군 영양읍 영양창수로 93,395.0,95.0,0.0,84545.0,10031250.0,0.75,0.25,0.0,39.0,5,0.3953120921094209,0.0
C2587,603,경상북도,23.0,0.0,3.0,506.0,589.0,0.0,A,국민임대,603,603,114.0,영천망정휴먼시아5단지,경상북도 영천시 망정로 80,1343.0,115.0,0.0,122771.0,18598666.0,0.5538971807628524,0.4461028192371476,0.0,45.0,7,0.3953120921094209,0.0
C2127,700,경상남도,21.0,0.0,2.0,592.0,403.0,0.0,A,국민임대,700,700,,양산가촌 휴먼시아아파트,경상남도 양산시 물금읍 가촌로 155,1549.0,112.0,0.0,157237.0,18740595.0,0.5028571428571429,0.49714285714285716,0.0,44.0,6,0.4007868525896411,0.0
C1316,107,충청남도,7.0,0.0,2.0,27.0,22.0,0.0,E,국민임대,107,107,116.0,서천종천휴먼시아,충청남도 서천군 종천면 충서로302번길 88-34,125.0,116.0,0.0,33402.0,34825510.0,0.897196261682243,0.102803738317757,0.0,35.0,2,0.4115356667900572,0.0
C1674,318,전라남도,4.0,0.0,1.0,262.0,322.0,0.0,A,국민임대,318,318,110.0,장흥건산휴먼시아2단지,전라남도 장흥군 장흥읍 북부로 3,851.0,111.0,0.0,103669.0,13016464.0,0.5974842767295597,0.4025157232704403,0.0,40.0,6,0.4056767907739719,0.0
C1713,656,경상남도,2.0,0.0,1.0,527.0,566.0,0.0,A,국민임대,656,656,,함안칠원 휴먼시아아파트,경상남도 함안군 칠원읍 구성길 141,1417.0,108.0,0.0,139567.0,14529063.0,0.6920731707317073,0.3079268292682927,0.0,41.0,6,0.4007868525896411,0.0
C1845,306,강원도,0.0,0.0,3.0,248.0,277.0,0.0,A,국민임대,306,306,109.0,포남엘에이치 1단지,강원도 강릉시 경강로2301번길 6,781.0,110.0,0.0,223889.0,19120569.0,0.5098039215686274,0.49019607843137253,0.0,43.0,4,0.40053650767038274,0.0
C2082,970,경기도,19.0,0.0,2.0,845.0,822.0,0.0,A,국민임대,970,970,103.0,동편마을2단지,경기도 안양시 동안구 동편로 80,2523.0,103.0,0.0,263041.0,38670817.0,0.5237113402061856,0.4762886597938144,0.0,42.0,6,0.42587549369457867,0.0
C1328,992,경기도,36.0,0.0,15.0,871.0,770.0,0.0,A,국민임대,992,992,,평택소사벌2,경기도 평택시 경기대로 508,1792.0,108.0,0.0,138240.0,65818408.0,0.5745967741935484,0.4254032258064516,0.0,40.0,11,0.42587549369457867,0.0
C2357,533,부산광역시,25.0,1.0,2.0,484.0,345.0,0.0,A,국민임대,533,533,98.0,부산범천아파트,부산광역시 부산진구 신암로 66,1123.0,100.0,0.0,247674.0,77731689.0,0.49530956848030017,0.5046904315196998,0.0,43.0,6,0.3727848992815887,0.0
C2565,1006,경상북도,33.0,0.0,3.0,915.0,1090.0,0.0,A,국민임대,1006,1006,104.0,포항장량휴먼시아5단지,경상북도 포항시 북구 장량중앙로 117,2395.0,104.0,0.0,196101.0,20177239.0,0.21769383697813122,0.7823061630218688,0.0,47.0,12,0.3953120921094209,0.0
C1804,478,경기도,3.0,0.0,3.0,629.0,951.0,0.0,A,공공임대(10년),26,26,31.0,LH 별가람마을 1-4단지,경기도 남양주시 덕송3로 7,1569.0,91.0,0.0,582199.0,87633923.0,0.0,0.012552301255230125,0.04184100418410042,82.0,4,0.42587549369457867,0.0
C2255,560,충청남도,2.0,0.0,2.0,400.0,410.0,0.0,A,국민임대,560,560,87.0,논산내동2휴먼시아,충청남도 논산시 대학로65번길 19,1149.0,88.0,100.0,101709.0,14176457.0,0.7428571428571429,0.2571428571428571,0.0,35.0,6,0.4115356667900572,0.17857142857142858
C1343,600,경기도,8.0,1.0,4.0,528.0,549.0,0.0,A,국민임대,600,600,92.0,LH호평1단지,경기도 남양주시 늘을1로 107,1589.0,90.0,0.0,210761.0,22975892.0,0.35833333333333334,0.6416666666666667,0.0,45.0,9,0.42587549369457867,0.0
C1987,291,부산광역시,26.0,3.0,4.0,257.0,166.0,0.0,A,국민임대,291,291,100.0,괘법LH아파트,부산광역시 사상구 광장로21번길 66,722.0,103.0,0.0,385856.0,46384623.0,0.0,1.0,0.0,48.0,6,0.3727848992815887,0.0
C2479,679,경기도,13.0,0.0,2.0,615.0,647.0,0.0,A,국민임대,679,679,92.0,LH 별가람마을 1-3단지,경기도 남양주시 덕송3로 12,1679.0,93.0,0.0,268460.0,31036260.0,0.41237113402061853,0.5876288659793815,0.0,43.0,7,0.42587549369457867,0.0
C2352,1065,서울특별시,7.0,0.0,4.0,879.0,793.0,0.0,A,국민임대,1065,1065,92.0,강남LH3단지,서울특별시 강남구 자곡로3길 22,2223.0,95.0,192.0,266440.0,26451524.0,0.7032863849765258,0.29671361502347415,0.0,38.0,10,0.3661614627627259,0.18028169014084508
C1310,1037,강원도,17.0,0.0,6.0,936.0,1084.0,0.0,A,국민임대,1037,1037,85.0,춘천장학LH아파트,강원도 춘천시 동면 소양강로 100,2067.0,86.0,0.0,140237.0,16826541.0,0.7521697203471552,0.24783027965284474,0.0,42.0,9,0.40053650767038274,0.0
C1738,715,경상남도,13.0,0.0,3.0,582.0,682.0,0.0,A,국민임대,715,715,92.0,밀양내이아파트,경상남도 밀양시 창밀로 3535,1406.0,93.0,0.0,120312.0,15089555.0,0.6713286713286714,0.32867132867132864,0.0,41.0,4,0.4007868525896411,0.0
C1039,790,서울특별시,13.0,0.0,3.0,673.0,645.0,0.0,A,국민임대,790,790,,엘에이치 서초 3단지,서울특별시 서초구 양재대로2길 34,2224.0,91.0,100.0,180893.0,83295768.0,0.4088607594936709,0.5911392405063292,0.0,44.0,11,0.3661614627627259,0.12658227848101267
C1863,1099,충청북도,24.0,0.0,4.0,1154.0,733.0,0.0,A,국민임대,1099,1099,92.0,청주율량2 LH 2단지,충청북도 청주시 청원구 율량로 47,2460.0,93.0,0.0,156322.0,18940627.0,0.5996360327570519,0.40036396724294815,0.0,41.0,8,0.4093640981700224,0.0
C1426,374,경상북도,2.0,0.0,2.0,321.0,262.0,0.0,A,국민임대,374,374,,영주가흥4단지아파트,경상북도 영주시 가흥로 345-27,941.0,91.0,0.0,172430.0,15494674.0,0.5721925133689839,0.42780748663101603,0.0,41.0,5,0.3953120921094209,0.0
C2659,504,경기도,3.0,1.0,3.0,438.0,365.0,0.0,A,국민임대,504,504,,삼성마을LH1단지,경기도 군포시 삼성로 79,1153.0,121.75212871075351,90.0,227272.0,23455864.0,0.7817460317460317,0.21825396825396826,0.0,36.0,11,0.42587549369457867,0.17857142857142858
C2489,1128,부산광역시,36.0,0.0,4.0,951.0,950.0,0.0,A,국민임대,1128,1128,93.0,부산정관 5단지(A-19BL),부산광역시 기장군 정관읍 산단2로 60,2663.0,95.0,0.0,285393.0,23592769.0,0.0,1.0,0.0,51.0,3,0.3727848992815887,0.0
C2211,304,전라남도,4.0,0.0,1.0,230.0,244.0,0.0,A,국민임대,304,304,88.0,해남해리아파트,전라남도 해남군 해남읍 교육청길 41,659.0,89.0,0.0,89997.0,9687474.0,0.881578947368421,0.11842105263157894,0.0,38.0,3,0.4056767907739719,0.0
C2314,600,대전광역시,13.0,0.0,2.0,360.0,343.0,0.0,A,국민임대,600,600,70.0,대전노은(3)지구 1단지,대전광역시 유성구 지족로190번길 15,864.0,72.0,260.0,133805.0,12589446.0,0.88,0.12,0.0,32.0,7,0.4171733404019149,0.43333333333333335
C1861,690,전라북도,16.0,0.0,3.0,652.0,613.0,0.0,A,국민임대,690,690,77.0,전북혁신 엘에이치 10단지,전라북도 완주군 이서면 갈산1로 12,1392.0,77.0,0.0,164143.0,12156136.0,0.5855072463768116,0.4144927536231884,0.0,37.0,4,0.3846965003624857,0.0
